LAUS_CODE,STATE_FIPS,COUNTY_FIPS,COUNTY,MONTH,RATE
CN131130,13,113,"Fayette County, GA",Aug-10(p),8.6
PA130900,13,115,"Floyd County, GA",Aug-10(p),10.8
CN131170,13,117,"Forsyth County, GA",Aug-10(p),8.3
CN131190,13,119,"Franklin County, GA",Aug-10(p),11.8
CN131210,13,121,"Fulton County, GA",Aug-10(p),10.9
CN131230,13,123,"Gilmer County, GA",Aug-10(p),10.1
CN131250,13,125,"Glascock County, GA",Aug-10(p),12.2
PA130650,13,127,"Glynn County, GA",Aug-10(p),9.3
CN131290,13,129,"Gordon County, GA",Aug-10(p),12.5
CN131310,13,131,"Grady County, GA",Aug-10(p),9.1
CN131330,13,133,"Greene County, GA",Aug-10(p),11.1
PS130370,13,135,"Gwinnett County, GA",Aug-10(p),9.4
CN131370,13,137,"Habersham County, GA",Aug-10(p),9.9
PA130700,13,139,"Hall County, GA",Aug-10(p),9.2
CN131410,13,141,"Hancock County, GA",Aug-10(p),20.9
CN131430,13,143,"Haralson County, GA",Aug-10(p),12.2
CN131450,13,145,"Harris County, GA",Aug-10(p),7.3
CN131470,13,147,"Hart County, GA",Aug-10(p),12.1
CN131490,13,149,"Heard County, GA",Aug-10(p),12.5
CN131510,13,151,"Henry County, GA",Aug-10(p),10.3
PA130350,13,153,"Houston County, GA",Aug-10(p),7.7
CN131550,13,155,"Irwin County, GA",Aug-10(p),14.2
CN131570,13,157,"Jackson County, GA",Aug-10(p),11.0
CN131590,13,159,"Jasper County, GA",Aug-10(p),11.4
CN131610,13,161,"Jeff Davis County, GA",Aug-10(p),15.1
CN131630,13,163,"Jefferson County, GA",Aug-10(p),14.3
CN131650,13,165,"Jenkins County, GA",Aug-10(p),19.3
CN131670,13,167,"Johnson County, GA",Aug-10(p),12.2
CN131690,13,169,"Jones County, GA",Aug-10(p),8.7
CN131710,13,171,"Lamar County, GA",Aug-10(p),13.4
CN131730,13,173,"Lanier County, GA",Aug-10(p),9.1
CN131750,13,175,"Laurens County, GA",Aug-10(p),12.8
CN131770,13,177,"Lee County, GA",Aug-10(p),7.9
CN131790,13,179,"Liberty County, GA",Aug-10(p),9.0
CN131810,13,181,"Lincoln County, GA",Aug-10(p),10.9
CN131830,13,183,"Long County, GA",Aug-10(p),7.2
PA130750,13,185,"Lowndes County, GA",Aug-10(p),8.6
CN131870,13,187,"Lumpkin County, GA",Aug-10(p),10.4
CN131890,13,189,"McDuffie County, GA",Aug-10(p),10.4
CN131910,13,191,"McIntosh County, GA",Aug-10(p),11.5
CN131930,13,193,"Macon County, GA",Aug-10(p),13.7
CN131950,13,195,"Madison County, GA",Aug-10(p),8.2
CN131970,13,197,"Marion County, GA",Aug-10(p),10.3
CN131990,13,199,"Meriwether County, GA",Aug-10(p),12.5
CN132010,13,201,"Miller County, GA",Aug-10(p),8.3
CN132050,13,205,"Mitchell County, GA",Aug-10(p),10.8
CN132070,13,207,"Monroe County, GA",Aug-10(p),9.5
CN132090,13,209,"Montgomery County, GA",Aug-10(p),10.8
CN132110,13,211,"Morgan County, GA",Aug-10(p),9.7
CN132130,13,213,"Murray County, GA",Aug-10(p),12.2
PA130400,13,215,"Muscogee County, GA",Aug-10(p),9.6
CN132170,13,217,"Newton County, GA",Aug-10(p),12.6
CN132190,13,219,"Oconee County, GA",Aug-10(p),6.5
CN132210,13,221,"Oglethorpe County, GA",Aug-10(p),9.0
CN132230,13,223,"Paulding County, GA",Aug-10(p),10.5
CN132250,13,225,"Peach County, GA",Aug-10(p),11.9
CN132270,13,227,"Pickens County, GA",Aug-10(p),8.7
CN132290,13,229,"Pierce County, GA",Aug-10(p),10.4
CN132310,13,231,"Pike County, GA",Aug-10(p),9.8
CN132330,13,233,"Polk County, GA",Aug-10(p),10.5
CN132350,13,235,"Pulaski County, GA",Aug-10(p),9.7
CN132370,13,237,"Putnam County, GA",Aug-10(p),10.8
CN132390,13,239,"Quitman County, GA",Aug-10(p),11.6
CN132410,13,241,"Rabun County, GA",Aug-10(p),11.8
CN132430,13,243,"Randolph County, GA",Aug-10(p),12.7
CN132450,13,245,"Richmond County, GA",Aug-10(p),10.8
CN132470,13,247,"Rockdale County, GA",Aug-10(p),11.6
CN132490,13,249,"Schley County, GA",Aug-10(p),13.6
CN132510,13,251,"Screven County, GA",Aug-10(p),13.8
CN132530,13,253,"Seminole County, GA",Aug-10(p),10.7
CN132550,13,255,"Spalding County, GA",Aug-10(p),12.7
CN132570,13,257,"Stephens County, GA",Aug-10(p),10.5
CN132590,13,259,"Stewart County, GA",Aug-10(p),10.6
CN132610,13,261,"Sumter County, GA",Aug-10(p),13.2
CN132630,13,263,"Talbot County, GA",Aug-10(p),9.2
CN132650,13,265,"Taliaferro County, GA",Aug-10(p),11.6
CN132670,13,267,"Tattnall County, GA",Aug-10(p),9.7
CN132690,13,269,"Taylor County, GA",Aug-10(p),12.8
CN132710,13,271,"Telfair County, GA",Aug-10(p),21.0
CN132730,13,273,"Terrell County, GA",Aug-10(p),11.7
CN132750,13,275,"Thomas County, GA",Aug-10(p),9.7
CN132770,13,277,"Tift County, GA",Aug-10(p),12.4
CN132790,13,279,"Toombs County, GA",Aug-10(p),10.8
CN132810,13,281,"Towns County, GA",Aug-10(p),8.7
CN132830,13,283,"Treutlen County, GA",Aug-10(p),13.1
CN132850,13,285,"Troup County, GA",Aug-10(p),11.7
CN132870,13,287,"Turner County, GA",Aug-10(p),13.1
CN132890,13,289,"Twiggs County, GA",Aug-10(p),11.7
CN132910,13,291,"Union County, GA",Aug-10(p),8.9
CN132930,13,293,"Upson County, GA",Aug-10(p),12.3
PA130800,13,295,"Walker County, GA",Aug-10(p),9.5
CN132970,13,297,"Walton County, GA",Aug-10(p),10.4
CN132990,13,299,"Ware County, GA",Aug-10(p),11.1
CN133010,13,301,"Warren County, GA",Aug-10(p),18.1
CN133030,13,303,"Washington County, GA",Aug-10(p),15.3
CN133050,13,305,"Wayne County, GA",Aug-10(p),12.6
CN133070,13,307,"Webster County, GA",Aug-10(p),9.5
CN133090,13,309,"Wheeler County, GA",Aug-10(p),12.2
CN133110,13,311,"White County, GA",Aug-10(p),10.1
PA130850,13,313,"Whitfield County, GA",Aug-10(p),11.9
CN133150,13,315,"Wilcox County, GA",Aug-10(p),12.9
CN133170,13,317,"Wilkes County, GA",Aug-10(p),12.1
CN133190,13,319,"Wilkinson County, GA",Aug-10(p),13.1
CN133210,13,321,"Worth County, GA",Aug-10(p),11.6
PA150100,15,001,"Hawaii County, HI",Aug-10(p),9.8
PS150070,15,003,"Honolulu County/city, HI",Aug-10(p),5.6
CN150070,15,007,"Kauai County, HI",Aug-10(p),8.7
PA150150,15,009,"Maui County, HI",Aug-10(p),8.1
CN160010,16,001,"Ada County, ID",Aug-10(p),8.5
CN160030,16,003,"Adams County, ID",Aug-10(p),12.6
PA160150,16,005,"Bannock County, ID",Aug-10(p),8.0
CN160070,16,007,"Bear Lake County, ID",Aug-10(p),5.4
CN160090,16,009,"Benewah County, ID",Aug-10(p),11.4
CN160110,16,011,"Bingham County, ID",Aug-10(p),7.6
CN160130,16,013,"Blaine County, ID",Aug-10(p),8.0
CN160150,16,015,"Boise County, ID",Aug-10(p),5.9
CN160170,16,017,"Bonner County, ID",Aug-10(p),10.3
PA160200,16,019,"Bonneville County, ID",Aug-10(p),6.4
CN160210,16,021,"Boundary County, ID",Aug-10(p),13.3
CN160230,16,023,"Butte County, ID",Aug-10(p),6.4
CN160250,16,025,"Camas County, ID",Aug-10(p),10.6
PA160250,16,027,"Canyon County, ID",Aug-10(p),10.5
CN160290,16,029,"Caribou County, ID",Aug-10(p),7.1
CN160310,16,031,"Cassia County, ID",Aug-10(p),6.9
CN160330,16,033,"Clark County, ID",Aug-10(p),7.0
CN160350,16,035,"Clearwater County, ID",Aug-10(p),12.0
CN160370,16,037,"Custer County, ID",Aug-10(p),5.1
CN160390,16,039,"Elmore County, ID",Aug-10(p),8.7
CN160410,16,041,"Franklin County, ID",Aug-10(p),5.4
CN160430,16,043,"Fremont County, ID",Aug-10(p),9.4
CN160450,16,045,"Gem County, ID",Aug-10(p),10.9
CN160470,16,047,"Gooding County, ID",Aug-10(p),7.5
CN160490,16,049,"Idaho County, ID",Aug-10(p),9.7
CN160510,16,051,"Jefferson County, ID",Aug-10(p),7.5
CN160530,16,053,"Jerome County, ID",Aug-10(p),7.9
PA160300,16,055,"Kootenai County, ID",Aug-10(p),9.2
CN160570,16,057,"Latah County, ID",Aug-10(p),6.9
CN160590,16,059,"Lemhi County, ID",Aug-10(p),8.0
CN160610,16,061,"Lewis County, ID",Aug-10(p),5.3
CN160630,16,063,"Lincoln County, ID",Aug-10(p),11.0
CN160650,16,065,"Madison County, ID",Aug-10(p),6.5
CN160670,16,067,"Minidoka County, ID",Aug-10(p),8.0
CN160690,16,069,"Nez Perce County, ID",Aug-10(p),6.5
CN160710,16,071,"Oneida County, ID",Aug-10(p),5.1
CN160730,16,073,"Owyhee County, ID",Aug-10(p),5.0
CN160750,16,075,"Payette County, ID",Aug-10(p),9.0
CN160770,16,077,"Power County, ID",Aug-10(p),15.6
CN160790,16,079,"Shoshone County, ID",Aug-10(p),12.2
CN160810,16,081,"Teton County, ID",Aug-10(p),5.4
PA160350,16,083,"Twin Falls County, ID",Aug-10(p),8.9
CN160850,16,085,"Valley County, ID",Aug-10(p),13.4
CN160870,16,087,"Washington County, ID",Aug-10(p),9.9
PA170800,17,001,"Adams County, IL",Aug-10(p),7.5
CN170030,17,003,"Alexander County, IL",Aug-10(p),13.2
CN170050,17,005,"Bond County, IL",Aug-10(p),9.7
CN170070,17,007,"Boone County, IL",Aug-10(p),14.2
CN170090,17,009,"Brown County, IL",Aug-10(p),5.1
CN170110,17,011,"Bureau County, IL",Aug-10(p),11.1
CN170130,17,013,"Calhoun County, IL",Aug-10(p),10.0
CN170150,17,015,"Carroll County, IL",Aug-10(p),10.8
CN170170,17,017,"Cass County, IL",Aug-10(p),7.3
CN170190,17,019,"Champaign County, IL",Aug-10(p),9.5
CN170210,17,021,"Christian County, IL",Aug-10(p),9.5
CN170230,17,023,"Clark County, IL",Aug-10(p),12.2
CN170250,17,025,"Clay County, IL",Aug-10(p),12.0
CN170270,17,027,"Clinton County, IL",Aug-10(p),7.9
PA170830,17,029,"Coles County, IL",Aug-10(p),9.9
CN170310,17,031,"Cook County, IL",Aug-10(p),10.2
CN170330,17,033,"Crawford County, IL",Aug-10(p),9.3
CN170350,17,035,"Cumberland County, IL",Aug-10(p),9.7
PA170850,17,037,"DeKalb County, IL",Aug-10(p),9.1
CN170390,17,039,"De Witt County, IL",Aug-10(p),8.7
CN170410,17,041,"Douglas County, IL",Aug-10(p),9.3
PS170200,17,043,"DuPage County, IL",Aug-10(p),8.1
CN170450,17,045,"Edgar County, IL",Aug-10(p),10.4
CN170470,17,047,"Edwards County, IL",Aug-10(p),9.0
CN170490,17,049,"Effingham County, IL",Aug-10(p),7.9
CN170510,17,051,"Fayette County, IL",Aug-10(p),10.6
CN170530,17,053,"Ford County, IL",Aug-10(p),9.8
CN170550,17,055,"Franklin County, IL",Aug-10(p),13.5
CN170570,17,057,"Fulton County, IL",Aug-10(p),11.3
CN170590,17,059,"Gallatin County, IL",Aug-10(p),10.2
CN170610,17,061,"Greene County, IL",Aug-10(p),9.5
CN170630,17,063,"Grundy County, IL",Aug-10(p),11.5
CN170650,17,065,"Hamilton County, IL",Aug-10(p),9.8
CN170670,17,067,"Hancock County, IL",Aug-10(p),11.0
CN170690,17,069,"Hardin County, IL",Aug-10(p),12.3
CN170710,17,071,"Henderson County, IL",Aug-10(p),8.9
PA170900,17,073,"Henry County, IL",Aug-10(p),8.3
CN170750,17,075,"Iroquois County, IL",Aug-10(p),9.5
PA170950,17,077,"Jackson County, IL",Aug-10(p),8.3
CN170790,17,079,"Jasper County, IL",Aug-10(p),9.7
CN170810,17,081,"Jefferson County, IL",Aug-10(p),9.8
CN170830,17,083,"Jersey County, IL",Aug-10(p),9.4
CN170850,17,085,"Jo Daviess County, IL",Aug-10(p),7.6
CN170870,17,087,"Johnson County, IL",Aug-10(p),11.3
PS170320,17,089,"Kane County, IL",Aug-10(p),9.6
PA171000,17,091,"Kankakee County, IL",Aug-10(p),12.7
CN170930,17,093,"Kendall County, IL",Aug-10(p),9.4
PA171050,17,095,"Knox County, IL",Aug-10(p),9.3
CN170970,17,097,"Lake County, IL",Aug-10(p),10.1
PS170400,17,099,"LaSalle County, IL",Aug-10(p),12.5
CN171010,17,101,"Lawrence County, IL",Aug-10(p),9.4
CN171030,17,103,"Lee County, IL",Aug-10(p),10.6
CN171050,17,105,"Livingston County, IL",Aug-10(p),9.8
CN171070,17,107,"Logan County, IL",Aug-10(p),9.3
CN171090,17,109,"McDonough County, IL",Aug-10(p),9.4
PS170500,17,111,"McHenry County, IL",Aug-10(p),8.6
PS170520,17,113,"McLean County, IL",Aug-10(p),7.9
PS170420,17,115,"Macon County, IL",Aug-10(p),11.7
CN171170,17,117,"Macoupin County, IL",Aug-10(p),10.1
PA170650,17,119,"Madison County, IL",Aug-10(p),9.7
CN171210,17,121,"Marion County, IL",Aug-10(p),11.9
CN171230,17,123,"Marshall County, IL",Aug-10(p),9.0
CN171250,17,125,"Mason County, IL",Aug-10(p),12.6
CN171270,17,127,"Massac County, IL",Aug-10(p),11.2
CN171290,17,129,"Menard County, IL",Aug-10(p),7.2
CN171310,17,131,"Mercer County, IL",Aug-10(p),8.8
CN171330,17,133,"Monroe County, IL",Aug-10(p),7.7
CN171350,17,135,"Montgomery County, IL",Aug-10(p),12.5
CN171370,17,137,"Morgan County, IL",Aug-10(p),8.8
CN171390,17,139,"Moultrie County, IL",Aug-10(p),8.6
CN171410,17,141,"Ogle County, IL",Aug-10(p),13.0
CN171430,17,143,"Peoria County, IL",Aug-10(p),10.7
CN171450,17,145,"Perry County, IL",Aug-10(p),11.8
CN171470,17,147,"Piatt County, IL",Aug-10(p),8.2
CN171490,17,149,"Pike County, IL",Aug-10(p),8.5
CN171510,17,151,"Pope County, IL",Aug-10(p),10.9
CN171530,17,153,"Pulaski County, IL",Aug-10(p),12.0
CN171550,17,155,"Putnam County, IL",Aug-10(p),11.8
CN171570,17,157,"Randolph County, IL",Aug-10(p),8.9
CN171590,17,159,"Richland County, IL",Aug-10(p),10.4
PS170650,17,161,"Rock Island County, IL",Aug-10(p),8.8
CN171630,17,163,"St. Clair County, IL",Aug-10(p),11.3
CN171650,17,165,"Saline County, IL",Aug-10(p),9.9
CN171670,17,167,"Sangamon County, IL",Aug-10(p),7.9
CN171690,17,169,"Schuyler County, IL",Aug-10(p),6.9
CN171710,17,171,"Scott County, IL",Aug-10(p),8.4
CN171730,17,173,"Shelby County, IL",Aug-10(p),9.8
CN171750,17,175,"Stark County, IL",Aug-10(p),9.7
CN171770,17,177,"Stephenson County, IL",Aug-10(p),11.0
PS170850,17,179,"Tazewell County, IL",Aug-10(p),9.8
CN171810,17,181,"Union County, IL",Aug-10(p),12.4
PA171100,17,183,"Vermilion County, IL",Aug-10(p),11.9
CN171850,17,185,"Wabash County, IL",Aug-10(p),10.2
CN171870,17,187,"Warren County, IL",Aug-10(p),8.4
CN171890,17,189,"Washington County, IL",Aug-10(p),7.9
CN171910,17,191,"Wayne County, IL",Aug-10(p),9.6
CN171930,17,193,"White County, IL",Aug-10(p),8.8
PA171150,17,195,"Whiteside County, IL",Aug-10(p),10.5
CN171970,17,197,"Will County, IL",Aug-10(p),9.7
PA171200,17,199,"Williamson County, IL",Aug-10(p),9.6
CN172010,17,201,"Winnebago County, IL",Aug-10(p),14.6
CN172030,17,203,"Woodford County, IL",Aug-10(p),7.4
CN180010,18,001,"Adams County, IN",Aug-10(p),9.9
CN180030,18,003,"Allen County, IN",Aug-10(p),10.3
PA180450,18,005,"Bartholomew County, IN",Aug-10(p),8.9
CN180070,18,007,"Benton County, IN",Aug-10(p),10.6
CN180090,18,009,"Blackford County, IN",Aug-10(p),12.3
CN180110,18,011,"Boone County, IN",Aug-10(p),7.2
CN180130,18,013,"Brown County, IN",Aug-10(p),8.7
CN180150,18,015,"Carroll County, IN",Aug-10(p),9.2
CN180170,18,017,"Cass County, IN",Aug-10(p),9.6
PA180500,18,019,"Clark County, IN",Aug-10(p),10.3
CN180210,18,021,"Clay County, IN",Aug-10(p),9.9
CN180230,18,023,"Clinton County, IN",Aug-10(p),9.8
CN180250,18,025,"Crawford County, IN",Aug-10(p),10.4
CN180270,18,027,"Daviess County, IN",Aug-10(p),6.2
CN180290,18,029,"Dearborn County, IN",Aug-10(p),10.8
CN180310,18,031,"Decatur County, IN",Aug-10(p),10.4
CN180330,18,033,"DeKalb County, IN",Aug-10(p),10.9
CN180350,18,035,"Delaware County, IN",Aug-10(p),11.0
CN180370,18,037,"Dubois County, IN",Aug-10(p),6.7
PS180100,18,039,"Elkhart County, IN",Aug-10(p),13.4
CN180410,18,041,"Fayette County, IN",Aug-10(p),13.5
PA180550,18,043,"Floyd County, IN",Aug-10(p),9.6
CN180450,18,045,"Fountain County, IN",Aug-10(p),10.3
CN180470,18,047,"Franklin County, IN",Aug-10(p),9.7
CN180490,18,049,"Fulton County, IN",Aug-10(p),9.8
CN180510,18,051,"Gibson County, IN",Aug-10(p),8.5
PA180600,18,053,"Grant County, IN",Aug-10(p),11.7
CN180550,18,055,"Greene County, IN",Aug-10(p),8.9
PA180650,18,057,"Hamilton County, IN",Aug-10(p),7.0
CN180590,18,059,"Hancock County, IN",Aug-10(p),8.7
CN180610,18,061,"Harrison County, IN",Aug-10(p),9.5
PA180700,18,063,"Hendricks County, IN",Aug-10(p),8.0
PA180750,18,065,"Henry County, IN",Aug-10(p),12.2
CN180670,18,067,"Howard County, IN",Aug-10(p),12.0
CN180690,18,069,"Huntington County, IN",Aug-10(p),10.5
CN180710,18,071,"Jackson County, IN",Aug-10(p),9.3
CN180730,18,073,"Jasper County, IN",Aug-10(p),9.4
CN180750,18,075,"Jay County, IN",Aug-10(p),8.6
CN180770,18,077,"Jefferson County, IN",Aug-10(p),11.0
CN180790,18,079,"Jennings County, IN",Aug-10(p),11.3
PA180850,18,081,"Johnson County, IN",Aug-10(p),8.3
CN180830,18,083,"Knox County, IN",Aug-10(p),7.3
PA181050,18,085,"Kosciusko County, IN",Aug-10(p),9.1
CN180870,18,087,"LaGrange County, IN",Aug-10(p),10.7
CN180890,18,089,"Lake County, IN",Aug-10(p),10.7
PS180400,18,091,"LaPorte County, IN",Aug-10(p),11.3
CN180930,18,093,"Lawrence County, IN",Aug-10(p),10.8
CN180950,18,095,"Madison County, IN",Aug-10(p),11.4
PS180300,18,097,"Marion County, IN",Aug-10(p),10.1
CN180990,18,099,"Marshall County, IN",Aug-10(p),10.3
CN181010,18,101,"Martin County, IN",Aug-10(p),7.0
CN181030,18,103,"Miami County, IN",Aug-10(p),11.2
CN181050,18,105,"Monroe County, IN",Aug-10(p),7.6
CN181070,18,107,"Montgomery County, IN",Aug-10(p),9.3
PA181350,18,109,"Morgan County, IN",Aug-10(p),9.1
CN181110,18,111,"Newton County, IN",Aug-10(p),8.9
CN181130,18,113,"Noble County, IN",Aug-10(p),12.2
CN181150,18,115,"Ohio County, IN",Aug-10(p),10.7
CN181170,18,117,"Orange County, IN",Aug-10(p),10.1
CN181190,18,119,"Owen County, IN",Aug-10(p),11.0
CN181210,18,121,"Parke County, IN",Aug-10(p),9.2
CN181230,18,123,"Perry County, IN",Aug-10(p),9.4
CN181250,18,125,"Pike County, IN",Aug-10(p),9.1
PA180950,18,127,"Porter County, IN",Aug-10(p),8.6
CN181290,18,129,"Posey County, IN",Aug-10(p),8.5
CN181310,18,131,"Pulaski County, IN",Aug-10(p),8.7
CN181330,18,133,"Putnam County, IN",Aug-10(p),10.8
CN181350,18,135,"Randolph County, IN",Aug-10(p),10.7
CN181370,18,137,"Ripley County, IN",Aug-10(p),9.9
CN181390,18,139,"Rush County, IN",Aug-10(p),9.8
PS180470,18,141,"St. Joseph County, IN",Aug-10(p),11.4
CN181430,18,143,"Scott County, IN",Aug-10(p),11.6
CN181450,18,145,"Shelby County, IN",Aug-10(p),9.2
CN181470,18,147,"Spencer County, IN",Aug-10(p),8.3
CN181490,18,149,"Starke County, IN",Aug-10(p),11.7
CN181510,18,151,"Steuben County, IN",Aug-10(p),11.1
CN181530,18,153,"Sullivan County, IN",Aug-10(p),10.8
CN181550,18,155,"Switzerland County, IN",Aug-10(p),7.7
CN181570,18,157,"Tippecanoe County, IN",Aug-10(p),9.2
CN181590,18,159,"Tipton County, IN",Aug-10(p),9.9
CN181610,18,161,"Union County, IN",Aug-10(p),9.6
CN181630,18,163,"Vanderburgh County, IN",Aug-10(p),9.3
CN181650,18,165,"Vermillion County, IN",Aug-10(p),11.4
PS180600,18,167,"Vigo County, IN",Aug-10(p),11.5
CN181690,18,169,"Wabash County, IN",Aug-10(p),10.1
CN181710,18,171,"Warren County, IN",Aug-10(p),8.6
CN181730,18,173,"Warrick County, IN",Aug-10(p),8.4
CN181750,18,175,"Washington County, IN",Aug-10(p),10.5
PA181000,18,177,"Wayne County, IN",Aug-10(p),11.7
CN181790,18,179,"Wells County, IN",Aug-10(p),8.9
CN181810,18,181,"White County, IN",Aug-10(p),9.6
CN181830,18,183,"Whitley County, IN",Aug-10(p),9.3
CN190010,19,001,"Adair County, IA",Aug-10(p),5.7
CN190030,19,003,"Adams County, IA",Aug-10(p),5.2
CN190050,19,005,"Allamakee County, IA",Aug-10(p),8.4
CN190070,19,007,"Appanoose County, IA",Aug-10(p),7.8
CN190090,19,009,"Audubon County, IA",Aug-10(p),5.9
CN190110,19,011,"Benton County, IA",Aug-10(p),6.8
PS190020,19,013,"Black Hawk County, IA",Aug-10(p),6.5
CN190150,19,015,"Boone County, IA",Aug-10(p),6.1
CN190170,19,017,"Bremer County, IA",Aug-10(p),5.5
CN190190,19,019,"Buchanan County, IA",Aug-10(p),6.8
CN190210,19,021,"Buena Vista County, IA",Aug-10(p),5.6
CN190230,19,023,"Butler County, IA",Aug-10(p),6.5
CN190250,19,025,"Calhoun County, IA",Aug-10(p),6.0
CN190270,19,027,"Carroll County, IA",Aug-10(p),4.7
CN190290,19,029,"Cass County, IA",Aug-10(p),6.4
CN190310,19,031,"Cedar County, IA",Aug-10(p),5.8
CN190330,19,033,"Cerro Gordo County, IA",Aug-10(p),7.5
CN190350,19,035,"Cherokee County, IA",Aug-10(p),5.7
CN190370,19,037,"Chickasaw County, IA",Aug-10(p),7.5
CN190390,19,039,"Clarke County, IA",Aug-10(p),7.7
CN190410,19,041,"Clay County, IA",Aug-10(p),6.2
CN190430,19,043,"Clayton County, IA",Aug-10(p),7.8
PA190400,19,045,"Clinton County, IA",Aug-10(p),7.3
CN190470,19,047,"Crawford County, IA",Aug-10(p),4.9
CN190490,19,049,"Dallas County, IA",Aug-10(p),5.6
CN190510,19,051,"Davis County, IA",Aug-10(p),8.8
CN190530,19,053,"Decatur County, IA",Aug-10(p),7.8
CN190550,19,055,"Delaware County, IA",Aug-10(p),6.3
CN190570,19,057,"Des Moines County, IA",Aug-10(p),8.3
CN190590,19,059,"Dickinson County, IA",Aug-10(p),6.1
CN190610,19,061,"Dubuque County, IA",Aug-10(p),6.5
CN190630,19,063,"Emmet County, IA",Aug-10(p),7.4
CN190650,19,065,"Fayette County, IA",Aug-10(p),8.0
CN190670,19,067,"Floyd County, IA",Aug-10(p),7.3
CN190690,19,069,"Franklin County, IA",Aug-10(p),7.0
CN190710,19,071,"Fremont County, IA",Aug-10(p),7.0
CN190730,19,073,"Greene County, IA",Aug-10(p),7.4
CN190750,19,075,"Grundy County, IA",Aug-10(p),6.4
CN190770,19,077,"Guthrie County, IA",Aug-10(p),6.4
CN190790,19,079,"Hamilton County, IA",Aug-10(p),8.0
CN190810,19,081,"Hancock County, IA",Aug-10(p),7.4
CN190830,19,083,"Hardin County, IA",Aug-10(p),7.2
CN190850,19,085,"Harrison County, IA",Aug-10(p),4.9
CN190870,19,087,"Henry County, IA",Aug-10(p),8.8
CN190890,19,089,"Howard County, IA",Aug-10(p),7.0
CN190910,19,091,"Humboldt County, IA",Aug-10(p),5.7
CN190930,19,093,"Ida County, IA",Aug-10(p),5.1
CN190950,19,095,"Iowa County, IA",Aug-10(p),6.3
CN190970,19,097,"Jackson County, IA",Aug-10(p),7.1
CN190990,19,099,"Jasper County, IA",Aug-10(p),8.8
CN191010,19,101,"Jefferson County, IA",Aug-10(p),8.5
CN191030,19,103,"Johnson County, IA",Aug-10(p),5.1
CN191050,19,105,"Jones County, IA",Aug-10(p),6.0
CN191070,19,107,"Keokuk County, IA",Aug-10(p),7.2
CN191090,19,109,"Kossuth County, IA",Aug-10(p),5.2
CN191110,19,111,"Lee County, IA",Aug-10(p),10.8
PS190100,19,113,"Linn County, IA",Aug-10(p),6.6
CN191150,19,115,"Louisa County, IA",Aug-10(p),6.9
CN191170,19,117,"Lucas County, IA",Aug-10(p),6.4
CN191190,19,119,"Lyon County, IA",Aug-10(p),3.9
CN191210,19,121,"Madison County, IA",Aug-10(p),7.0
CN191230,19,123,"Mahaska County, IA",Aug-10(p),7.3
CN191250,19,125,"Marion County, IA",Aug-10(p),6.6
CN191270,19,127,"Marshall County, IA",Aug-10(p),7.4
CN191290,19,129,"Mills County, IA",Aug-10(p),4.5
CN191310,19,131,"Mitchell County, IA",Aug-10(p),5.3
CN191330,19,133,"Monona County, IA",Aug-10(p),8.1
CN191350,19,135,"Monroe County, IA",Aug-10(p),7.1
CN191370,19,137,"Montgomery County, IA",Aug-10(p),10.3
CN191390,19,139,"Muscatine County, IA",Aug-10(p),7.7
CN191410,19,141,"O'Brien County, IA",Aug-10(p),5.4
CN191430,19,143,"Osceola County, IA",Aug-10(p),6.1
CN191450,19,145,"Page County, IA",Aug-10(p),7.3
CN191470,19,147,"Palo Alto County, IA",Aug-10(p),6.0
CN191490,19,149,"Plymouth County, IA",Aug-10(p),4.9
CN191510,19,151,"Pocahontas County, IA",Aug-10(p),5.9
CN191530,19,153,"Polk County, IA",Aug-10(p),6.7
CN191550,19,155,"Pottawattamie County, IA",Aug-10(p),5.3
CN191570,19,157,"Poweshiek County, IA",Aug-10(p),6.2
CN191590,19,159,"Ringgold County, IA",Aug-10(p),5.5
CN191610,19,161,"Sac County, IA",Aug-10(p),5.4
CN191630,19,163,"Scott County, IA",Aug-10(p),7.5
CN191650,19,165,"Shelby County, IA",Aug-10(p),4.2
CN191670,19,167,"Sioux County, IA",Aug-10(p),4.3
PA190070,19,169,"Story County, IA",Aug-10(p),5.4
CN191710,19,171,"Tama County, IA",Aug-10(p),7.1
CN191730,19,173,"Taylor County, IA",Aug-10(p),6.1
CN191750,19,175,"Union County, IA",Aug-10(p),6.3
CN191770,19,177,"Van Buren County, IA",Aug-10(p),8.4
CN191790,19,179,"Wapello County, IA",Aug-10(p),9.4
CN191810,19,181,"Warren County, IA",Aug-10(p),6.4
CN191830,19,183,"Washington County, IA",Aug-10(p),5.4
CN191850,19,185,"Wayne County, IA",Aug-10(p),6.4
CN191870,19,187,"Webster County, IA",Aug-10(p),8.3
CN191890,19,189,"Winnebago County, IA",Aug-10(p),8.1
CN191910,19,191,"Winneshiek County, IA",Aug-10(p),6.1
PS190200,19,193,"Woodbury County, IA",Aug-10(p),7.4
CN191950,19,195,"Worth County, IA",Aug-10(p),7.4
CN191970,19,197,"Wright County, IA",Aug-10(p),7.8
CN200010,20,001,"Allen County, KS",Aug-10(p),7.3
CN200030,20,003,"Anderson County, KS",Aug-10(p),7.2
CN200050,20,005,"Atchison County, KS",Aug-10(p),7.9
CN200070,20,007,"Barber County, KS",Aug-10(p),3.8
CN200090,20,009,"Barton County, KS",Aug-10(p),5.1
